entry_year,grade,semester,course_name,course_code,completion_type,credits,notes,change_group,change_type,change_role,change_effective_year,change_note,previous_credits,previous_completion_type,previous_grade,previous_semester,attribute_change_effective_year,attribute_change_note
2022,5,2,약무행정실무필수실습,ADB087,전필,1,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준 으로 학년·학기·학정번호·이수구분·학점을 반영.,2022-PHARMACY-ADMIN-PRACTICE,1:1,legacy,2026,2022학번 5학년 개설 기준 약무행정실무필수실습의 학정번호가 ADB087에서 ADA174로 변경됨.,,,,,,
2022,5,2,의료기관약국 예비실습,ADB086,전필,2,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,2022-HOSPITAL-PRE-PRACTICE,1:1,legacy,2026,2022학번 기준 의료기관약국 예비실습이 5학년 2학기 ADB086에서 5학년 1학기 ADA217 의료기관약국 예비실무실습으로 변경됨.,,,,,,
2022,4,2,임상약학 해설,ADB083,전필,1,"2022학년도 교육과정표의 과목명 표기를 그대로 반영하고, 6년제 ADB 계열 행의 학정번호·이수구분·학점을 사용.",,,current,,,,,5,,2025,2022학번 기준 임상약학 해설이 기존 5학년 2학기에서 2025학년도 4학년 2학기로 이동함.
2022,5,2,한약제제학,ADB080,전필,2,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준 으로 학년·학기·학정번호·이수구분·학점을 반영.,2022-HERBAL-PREPARATIONS,1:1,legacy,2026,2022학번 5학년 개설 기준 한약제제학의 학정번호가 ADB080에서 ADA140으로 변경됨.,,,,,,
2022,5,1,동물용의약품학,ADB089,전선,1,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,current,,,2,,,2,2026,2022학번 기준 동물용의약품학이 5학년 2학기 2학점에서 2026학년도 5학년 1학기 1학점으로 변경됨.
2022,5,2,신약개발정보학,ADB090,전선,2,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,,,,,,,,,
2022,4,2,심혈관계 질환 약물치료학,ADB082,전선,3,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,current,,,,,5,,2025,2022학번 기준 심혈관계 질환 약물치료학이 기존 5학년 2학기에서 2025학년도 4학년 2학기로 이동함.
2022,3,1,약물유전체학,ADB085,전선,3,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,current,,,,,5,2,2024,2022학번 기준 약물유전체학이 기존 5학년 2학기에서 2024학년도 3학년 1학기 개설로 이동함.
2022,5,2,약전 및 품질관리학,ADB081,전선,3,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준 으로 학년·학기·학정번호·이수구분·학점을 반영.,2022-PHARMACOPOEIA-QC,1:1,legacy,2026,2022학번 5학년 개설 기준 약전 및 품질관리학의 학정번호가 ADB081에서 ADA167로 변경됨.,,,,,,
2022,5,2,의약품허가,ADB088,전선,3,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,,,,,,,,,
2022,5,2,일반의약품학,ADB084,전선,3,2022학년도 교육과정표상 ADB084 일반의약품학은 5-2에 배치되어 있어 이를 반영.,,,,,,,,,,,
2022,5,2,종양생물학,ADB091,전선,2,2022학년도 교육과정표에서 6년제 ADB 계열 행을 기준으로 학년·학기·학정번호·이수구분·학점을 반영.,,,,,,,,,,,
2022,6,1,지역약국 필수실무실습1,ADA219,전필,2,대표 학정번호 ADA219: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,1,의료기관약국 필수실무실습1,ADA213,전필,3,대표 학정번호 ADA213: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,1,의료기관약국 필수실무실습2,ADA214,전필,2,대표 학정번호 ADA214: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,1,의료기관약국 필수실무실습3,ADA215,전필,3,대표 학정번호 ADA215: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,1,의료기관약국 필수실무실습4,ADA216,전필,2,대표 학정번호 ADA216: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,1,제약산업 필수실무실습,ADA218,전필,2,대표 학정번호 ADA218: 2026-1 개설 이력 기준.,,,,,,,,,,,
2022,6,2,지역약국 필수실무실습2,ADA220,전필,3,대표 학정번호 ADA220: 2026-2 개설 이력 기준.,,,,,,,,,,,
2022,6,2,심화실습1,ADA226,전필,5,대표 학정번호 ADA226: 2026-2 개설 이력 기준.,,,,,,,,,,,
2022,6,2,심화실습2,ADA227,전필,5,대표 학정번호 ADA227: 2026-2 개설 이력 기준.,,,,,,,,,,,
2022,3,2,의약품합성학,ADA198,전필,2,2022학번이 3학년이던 2024학년도 2학기 실제 개설 이력 기준 2학점 운영.,2022-SYNTHESIS,N:1,current,2024,2024학년도부터 6년제 교육과정에서 의약품합성학1·2가 의약품합성학 단일 과목으로 통합됨.,,,,,,
2022,4,1,정신신경계질환 약물치료학,ADB109,전필,2,2026학년도 교육과정 기준 현재 과목.,2022-NEURO-RENAL,1:N,current,2024,신경정신계 및 신장 질환 약물치료학이 분리되었으며 2026 현재 정신신경계질환 약물치료학과 신장질환약물치료학이 전필로 운영됨.,,,,,,
2022,5,2,신장질환약물치료학,ADB108,전필,2,2026학년도 교육과정 기준 현재 과목.,2022-NEURO-RENAL,1:N,current,2024,신경정신계 및 신장 질환 약물치료학이 분리되었으며 2026 현재 정신신경계질환 약물치료학과 신장질환약물치료학이 전필로 운영됨.,,,,,,
2022,5,1,독성학1,ADA234,전선,2,2026-1 현재 개설 과목.,2022-TOXICOLOGY,1:N,current,2026,독성학이 2026학년도부터 독성학1과 독성학2로 분리되어 운영됨.,,,,,,
2022,5,2,독성학2,ADA235,전선,2,2026-2 현재 개설 과목.,2022-TOXICOLOGY,1:N,current,2026,독성학이 2026학년도부터 독성학1과 독성학2로 분리되어 운영됨.,,,,,,
2022,4,1,제제과학의실습,ADB111,전필,2,2025학년도 실제 개설 이력 기준 현재 과목.,2022-PHARMACEUTICS-PRACTICE,1:1,current,2025,2022학번이 4학년이던 2025학년도에 제제과학 실험이 제제과학의실습으로 변경되어 개설됨.,,,,,,
2022,5,1,지역약국 예비실무실습,ADA115,전필,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-COMMUNITY-PRE-PRACTICE,1:1,current,2026,2022학번 5학년 개설 기준 지역약국 예비실무실습의 학정번호가 ADB075에서 ADA115로 변경됨.,,,,,,
2022,5,1,약업경영학,ADA118,전선,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-PHARMACY-MANAGEMENT,1:1,current,2026,2022학번 5학년 개설 기준 약업경영학의 학정번호가 ADB074에서 ADA118로 변경됨.,,,,,,
2022,5,1,의약품제조관리학,ADA171,전선,3,2026학년도 실제 개설 이력 기준 현재 과목.,2022-GMP,1:1,current,2026,2022학번 5학년 개설 기준 의약품제조관리학의 학정번호가 ADB072에서 ADA171로 변경됨.,,,,,,
2022,5,2,한약제제학,ADA140,전필,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-HERBAL-PREPARATIONS,1:1,current,2026,2022학번 5학년 개설 기준 한약제제학의 학정번호가 ADB080에서 ADA140으로 변경됨.,,,,,,
2022,5,2,약전 및 품질관리학,ADA167,전선,3,2026학년도 실제 개설 이력 기준 현재 과목.,2022-PHARMACOPOEIA-QC,1:1,current,2026,2022학번 5학년 개설 기준 약전 및 품질관리학의 학정번호가 ADB081에서 ADA167로 변경됨.,,,,,,
2022,5,2,약무행정실무필수실습,ADA174,전필,1,2026학년도 실제 개설 이력 기준 현재 과목.,2022-PHARMACY-ADMIN-PRACTICE,1:1,current,2026,2022학번 5학년 개설 기준 약무행정실무필수실습의 학정번호가 ADB087에서 ADA174로 변경됨.,,,,,,
2022,5,1,호흡기계 및 소화기계 질환 약물치료학,ADA145,전선,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-RESP-GI-THERAPY,1:1,current,2026,2022학번 기준 호흡기계 및 소화기계 질환 약물치료학이 4학년 2학기 ADB071에서 5학년 1학기 ADA145로 변경됨.,,,,,,
2022,5,2,감염성 질환 약물치료학,ADA147,전필,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-INFECTIOUS-THERAPY,1:1,current,2026,2022학번 기준 감염성 질환 약물치료학이 4학년 2학기 ADB069에서 5학년 2학기 ADA147로 변경됨.,,,,,,
2022,5,1,의료기관약국 예비실무실습,ADA217,전필,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-HOSPITAL-PRE-PRACTICE,1:1,current,2026,2022학번 기준 의료기관약국 예비실습이 5학년 2학기 ADB086에서 5학년 1학기 ADA217 의료기관약국 예비실무실습으로 변경됨.,,,,,,
2022,5,2,내분비계 및 류마티스 질환 약물치료학,ADA148,전선,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-ENDOCRINE-RHEUMATIC,1:1,current,2026,2022학번 기준 내분비계 및 류마티스 질환 약물치료 과목이 4학년 1학기 ADB063에서 5학년 2학기 ADA148로 변경됨.,,,,,,
2022,5,1,항암약물요법1,ADB103,전필,2,2026학년도 실제 개설 이력 기준 현재 과목.,2022-ANTICANCER,1:1,current,2026,2022학번 5학년 개설 기준 기존 ADB070 항암약물요법이 ADB103 항암약물요법1로 변경됨.,,,,,,
2022,3,1,자원생약학,ADA228,전선,2,2022학번이 3학년이던 2024학년도 1학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,4,1,임상영양학,ADA233,전선,2,2022학번이 4학년이던 2025학년도 1학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,5,1,임상약물동태학,ADA150,전선,2,2022학번이 5학년이던 2026학년도 1학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,5,1,임상생화학,ADA183,전선,2,2022학번이 5학년이던 2026학년도 1학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,5,1,환경보건약학,ADA236,전선,2,2022학번이 5학년이던 2026학년도 1학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,5,2,특수환자군 정밀의료학,ADA237,전필,2,2022학번이 5학년이던 2026학년도 2학기 실제 개설 이력에 따라 추가된 전공필수 과목.,,,current,,,,,,,,
2022,5,2,약사와 건강증진,ADA239,전선,2,2022학번이 5학년이던 2026학년도 2학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
2022,5,2,유용천연물소재학,ADB113,전선,3,2022학번이 5학년이던 2026학년도 2학기 실제 개설 이력에 따라 추가된 전공선택 과목.,,,current,,,,,,,,
