academic_year,grade,semester,course_name,group_size,row_1_code,row_1_status,row_1_generation,row_1_reason,row_1_lineage,row_1_relation,row_2_code,row_2_status,row_2_generation,row_2_reason,row_2_lineage,row_2_relation,resolved_rows,paired_unknown_rows,group_status,group_reason
2022,5,2,약전 및 품질관리학,2,ADA167,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB081,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,5,2,한약제제학,2,ADA140,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB080,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,의료기관약국 필수실무실습 1,2,ADA213,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB093,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,의료기관약국 필수실무실습 2,2,ADA214,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB094,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,의료기관약국 필수실무실습 3,2,ADA215,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB095,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,의료기관약국 필수실무실습 4,2,ADA216,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB096,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,제약산업 필수실무실습,2,ADA218,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB097,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,1,지역약국 필수실무실습 1,2,ADA219,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB092,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,2,심화실습 1,2,ADA226,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB099,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,2,심화실습 2,2,ADA227,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB100,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2022,6,2,지역약국 필수실무실습 2,2,ADA220,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB098,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,1,건강기능식품학,2,ADA182,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB050,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2023,4,1,나노약학,2,ADA229,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB054,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2023,4,1,의약화학 1,2,ADA102,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB047,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,1,천연물의약품학,2,ADA122,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB048,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,1,향장품학,2,ADA120,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB043,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,2,법과학,2,ADA230,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB061,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2023,4,2,생물약제학,2,ADA033,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB057,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,2,약물동태학,2,ADA086,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB058,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,4,2,의약화학 2,2,ADA103,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB059,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,1,의약품제조관리학,2,ADA171,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB072,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,1,지역약국 예비실무실습,2,ADA115,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB075,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,2,동물용의약품학,2,ADA121,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB089,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,2,약무행정실무필수실습,2,ADA174,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB087,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,2,약전 및 품질관리학,2,ADA167,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB081,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,5,2,한약제제학,2,ADA140,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB080,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,의료기관약국 필수실무실습 1,2,ADA213,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB093,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,의료기관약국 필수실무실습 2,2,ADA214,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB094,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,의료기관약국 필수실무실습 3,2,ADA215,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB095,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,의료기관약국 필수실무실습 4,2,ADA216,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB096,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,제약산업 필수실무실습,2,ADA218,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB097,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,1,지역약국 필수실무실습 1,2,ADA219,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB092,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,2,심화실습 1,2,ADA226,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB099,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,2,심화실습 2,2,ADA227,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB100,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2023,6,2,지역약국 필수실무실습 2,2,ADA220,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,yes,ADB098,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2024,4,1,나노약학,2,ADA229,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB054,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2024,4,1,의약화학 1,2,ADA102,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB047,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,4,1,천연물의약품학,2,ADA122,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB048,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,4,1,향장품학,2,ADA120,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB043,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2024,4,2,생물약제학,2,ADA033,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB057,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,4,2,약물동태학,2,ADA086,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB058,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,4,2,의약화학 2,2,ADA103,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB059,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,5,1,의약품제조관리학,2,ADA171,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB072,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,5,1,지역약국 예비실무실습,2,ADA115,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB075,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,5,2,동물용의약품학,2,ADA121,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,ADB089,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,0,2,fully_unresolved,both_rows_remain_paired_unknown
2024,5,2,약무행정실무필수실습,2,ADA174,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB087,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,5,2,약전 및 품질관리학,2,ADA167,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB081,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,5,2,한약제제학,2,ADA140,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB080,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,의료기관약국 필수실무실습 1,2,ADA213,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB093,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,의료기관약국 필수실무실습 2,2,ADA214,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB094,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,의료기관약국 필수실무실습 3,2,ADA215,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB095,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,의료기관약국 필수실무실습 4,2,ADA216,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB096,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,제약산업 필수실무실습,2,ADA218,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB097,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,1,지역약국 필수실무실습 1,2,ADA219,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB092,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,2,심화실습 1,2,ADA226,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB099,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,2,심화실습 2,2,ADA227,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,no,ADB100,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
2024,6,2,지역약국 필수실무실습 2,2,ADA220,probable,six_year,ambiguous_pair_one_sided_lineage_evidence,six_year,yes,ADB098,paired_unknown,,ambiguous_duplicate_pair_without_row_level_resolution,unresolved,no,1,1,partially_resolved,one_row_has_generation_evidence_partner_remains_unknown
